Statistical profiling result from ./isolate-0x102801e00-v8.log, (766 ticks, 6 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.2%    0.1%  T v8::internal::Builtin_ArrayConcat(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%    0.1%  T v8::ArrayBufferView::Buffer()
      1    0.2%    0.1%  T node::tracing::TraceEventHelper::GetTracingController()
      1    0.2%    0.1%  T _uv_hrtime
      1    0.2%    0.1%  T _mlockall

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
    227   29.6%  T node::contextify::ContextifyScript::New(v8::FunctionCallbackInfo<v8::Value> const&)
    227  100.0%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
    186   81.9%      LazyCompile: ~Script vm.js:38:14
    186  100.0%        LazyCompile: ~createScript vm.js:245:22
    186  100.0%          LazyCompile: ~runInThisContext vm.js:294:26
    186  100.0%            LazyCompile: ~Module._compile internal/modules/cjs/loader.js:639:37
     41   18.1%      LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:196:44
     41  100.0%        LazyCompile: ~NativeModule.require internal/bootstrap/loaders.js:111:34
      3    7.3%          Script: ~<anonymous> tty.js:1:11
      3  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:196:44
      3    7.3%          LazyCompile: ~startup internal/bootstrap/node.js:19:19
      3  100.0%            Script: ~bootstrapNodeJSCore internal/bootstrap/node.js:16:30
      3    7.3%          LazyCompile: ~Module._load internal/modules/cjs/loader.js:480:24
      3  100.0%            LazyCompile: ~Module.require internal/modules/cjs/loader.js:618:36
      2    4.9%          Script: ~<anonymous> util.js:1:11
      2  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:196:44
      2    4.9%          Script: ~<anonymous> stream.js:1:11
      2  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:196:44
      2    4.9%          Script: ~<anonymous> internal/async_hooks.js:1:11
      2  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:196:44
      2    4.9%          Script: ~<anonymous> http.js:1:11
      2  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:196:44
      2    4.9%          Script: ~<anonymous> fs.js:1:11
      2  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:196:44
      2    4.9%          Script: ~<anonymous> assert.js:1:11
      2  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:196:44
      2    4.9%          LazyCompile: ~setupGlobalVariables internal/bootstrap/node.js:292:32
      2  100.0%            LazyCompile: ~startup internal/bootstrap/node.js:19:19
      1    2.4%          Script: ~<anonymous> tls.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:196:44
      1    2.4%          Script: ~<anonymous> readline.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:196:44
      1    2.4%          Script: ~<anonymous> net.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:196:44
      1    2.4%          Script: ~<anonymous> internal/url.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:196:44
      1    2.4%          Script: ~<anonymous> internal/process/esm_loader.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:196:44
      1    2.4%          Script: ~<anonymous> internal/modules/esm/default_resolve.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:196:44
      1    2.4%          Script: ~<anonymous> internal/fs/promises.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:196:44
      1    2.4%          Script: ~<anonymous> internal/encoding.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:196:44
      1    2.4%          Script: ~<anonymous> internal/crypto/pbkdf2.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:196:44
      1    2.4%          Script: ~<anonymous> internal/child_process.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:196:44
      1    2.4%          Script: ~<anonymous> https.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:196:44
      1    2.4%          Script: ~<anonymous> child_process.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:196:44
      1    2.4%          Script: ~<anonymous> buffer.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:196:44
      1    2.4%          Script: ~<anonymous> _http_common.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:196:44
      1    2.4%          Script: ~<anonymous> _http_client.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:196:44
      1    2.4%          LazyCompile: ~setup_performance internal/process.js:27:27
      1  100.0%            LazyCompile: ~startup internal/bootstrap/node.js:19:19
      1    2.4%          LazyCompile: ~setupGlobalTimeouts internal/bootstrap/node.js:341:31
      1  100.0%            LazyCompile: ~startup internal/bootstrap/node.js:19:19
      1    2.4%          LazyCompile: ~setupGlobalConsole internal/bootstrap/node.js:351:30
      1  100.0%            LazyCompile: ~startup internal/bootstrap/node.js:19:19

     84   11.0%  LazyCompile: *runCycles /Users/colch/Downloads/temp/compare.js:32:20
     84  100.0%    LazyCompile: ~module.exports /Users/colch/Downloads/temp/compare.js:58:18
     84  100.0%      Script: ~<anonymous> evalmachine.<anonymous>:1:1
     84  100.0%        T node::contextify::ContextifyScript::RunInContext(v8::FunctionCallbackInfo<v8::Value> const&)
     84  100.0%          LazyCompile: ~runInContext vm.js:95:15
     84  100.0%            LazyCompile: ~runVMScript /Users/colch/Downloads/temp/node_modules/jsdom/lib/api.js:98:14

     54    7.0%  T v8::ArrayBuffer::GetContents()
     54  100.0%    LazyCompile: *runCycles /Users/colch/Downloads/temp/compare.js:32:20
     54  100.0%      LazyCompile: ~module.exports /Users/colch/Downloads/temp/compare.js:58:18
     54  100.0%        Script: ~<anonymous> evalmachine.<anonymous>:1:1
     54  100.0%          T node::contextify::ContextifyScript::RunInContext(v8::FunctionCallbackInfo<v8::Value> const&)
     54  100.0%            LazyCompile: ~runInContext vm.js:95:15

     26    3.4%  t _internal_catch_exception_raise_state_identity
     25   96.2%    LazyCompile: *runCycles /Users/colch/Downloads/temp/compare.js:32:20
     25  100.0%      LazyCompile: ~module.exports /Users/colch/Downloads/temp/compare.js:58:18
     25  100.0%        Script: ~<anonymous> evalmachine.<anonymous>:1:1
     25  100.0%          T node::contextify::ContextifyScript::RunInContext(v8::FunctionCallbackInfo<v8::Value> const&)
     25  100.0%            LazyCompile: ~runInContext vm.js:95:15
      1    3.8%    T v8::internal::Runtime_DateCurrentTime(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: *testClockAccuracy /Users/colch/Downloads/temp/node_modules/w3c-hr-time/lib/clock-is-accurate.js:7:27
      1  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/w3c-hr-time/lib/clock-is-accurate.js:1:11
      1  100.0%          LazyCompile: ~Module._compile internal/modules/cjs/loader.js:639:37
      1  100.0%            LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:687:37

     21    2.7%  t node::fs::InternalModuleStat(v8::FunctionCallbackInfo<v8::Value> const&)
     21  100.0%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
     21  100.0%      LazyCompile: ~stat internal/modules/cjs/loader.js:74:14
     12   57.1%        LazyCompile: ~Module._findPath internal/modules/cjs/loader.js:212:28
     12  100.0%          LazyCompile: ~Module._resolveFilename internal/modules/cjs/loader.js:537:35
     12  100.0%            LazyCompile: ~Module._load internal/modules/cjs/loader.js:480:24
      9   42.9%        LazyCompile: ~tryFile internal/modules/cjs/loader.js:185:17
      8   88.9%          LazyCompile: ~tryExtensions internal/modules/cjs/loader.js:200:23
      7   87.5%            LazyCompile: ~Module._findPath internal/modules/cjs/loader.js:212:28
      1   12.5%            LazyCompile: ~tryPackage internal/modules/cjs/loader.js:165:20
      1   11.1%          LazyCompile: ~tryPackage internal/modules/cjs/loader.js:165:20
      1  100.0%            LazyCompile: ~Module._findPath internal/modules/cjs/loader.js:212:28

     17    2.2%  t _uv__hrtime
     17  100.0%    LazyCompile: *runCycles /Users/colch/Downloads/temp/compare.js:32:20
     17  100.0%      LazyCompile: ~module.exports /Users/colch/Downloads/temp/compare.js:58:18
     17  100.0%        Script: ~<anonymous> evalmachine.<anonymous>:1:1
     17  100.0%          T node::contextify::ContextifyScript::RunInContext(v8::FunctionCallbackInfo<v8::Value> const&)
     17  100.0%            LazyCompile: ~runInContext vm.js:95:15

     14    1.8%  t node::Hrtime(v8::FunctionCallbackInfo<v8::Value> const&)
     14  100.0%    LazyCompile: *runCycles /Users/colch/Downloads/temp/compare.js:32:20
     14  100.0%      LazyCompile: ~module.exports /Users/colch/Downloads/temp/compare.js:58:18
     14  100.0%        Script: ~<anonymous> evalmachine.<anonymous>:1:1
     14  100.0%          T node::contextify::ContextifyScript::RunInContext(v8::FunctionCallbackInfo<v8::Value> const&)
     14  100.0%            LazyCompile: ~runInContext vm.js:95:15

     12    1.6%  T ___pthread_sigmask
      5   41.7%    T v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      1   20.0%      Script: ~<anonymous> internal/encoding.js:1:11
      1  100.0%        LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:196:44
      1  100.0%          LazyCompile: ~NativeModule.require internal/bootstrap/loaders.js:111:34
      1  100.0%            Script: ~<anonymous> util.js:1:11
      1   20.0%      LazyCompile: ~createImpl /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/DocumentType.js:181:13
      1  100.0%        LazyCompile: ~setDocumentType /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/browser/parse5-adapter-parsing.js:55:18
      1  100.0%          LazyCompile: ~Parser._setDocumentType /Users/colch/Downloads/temp/node_modules/parse5/lib/parser/index.js:494:46
      1  100.0%            LazyCompile: ~doctypeInInitialMode /Users/colch/Downloads/temp/node_modules/parse5/lib/parser/index.js:1023:30
      1   20.0%      LazyCompile: ~WriteStream tty.js:68:21
      1  100.0%        LazyCompile: ~createWritableStdioStream internal/process/stdio.js:147:35
      1  100.0%          LazyCompile: ~getStdout internal/process/stdio.js:17:21
      1  100.0%            Script: ~<anonymous> console.js:1:11
      1   20.0%      LazyCompile: ~Tokenizer.getNextToken /Users/colch/Downloads/temp/node_modules/parse5/lib/tokenizer/index.js:228:45
      1  100.0%        LazyCompile: ~Parser._runParsingLoop /Users/colch/Downloads/temp/node_modules/parse5/lib/parser/index.js:389:46
      1  100.0%          LazyCompile: ~Parser.parse /Users/colch/Downloads/temp/node_modules/parse5/lib/parser/index.js:317:35
      1  100.0%            LazyCompile: ~parse /Users/colch/Downloads/temp/node_modules/parse5/lib/index.js:8:31
      1   20.0%      LazyCompile: ~HTMLHtmlElementImpl /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/nodes/HTMLHtmlElement-impl.js:5:1
      1  100.0%        LazyCompile: ~setup /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/HTMLHtmlElement.js:109:8
      1  100.0%          LazyCompile: ~createImpl /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/HTMLHtmlElement.js:101:13
      1  100.0%            LazyCompile: ~DocumentImpl.implementation._elementBuilders.(anonymous function).(anonymous function) /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/register-elements.js:369:79
      1    8.3%    T v8::internal::Runtime_NewObject(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~FixedQueue internal/fixed_queue.js:87:14
      1  100.0%        LazyCompile: ~setupNextTick internal/process/next_tick.js:5:23
      1  100.0%          LazyCompile: ~startup internal/bootstrap/node.js:19:19
      1  100.0%            Script: ~bootstrapNodeJSCore internal/bootstrap/node.js:16:30
      1    8.3%    T v8::internal::Runtime_InterpreterDeserializeLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~isUint32 internal/fs/utils.js:74:18
      1  100.0%        LazyCompile: ~fs.readFileSync fs.js:462:27
      1  100.0%          LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:687:37
      1  100.0%            LazyCompile: ~Module.load internal/modules/cjs/loader.js:580:33
      1    8.3%    T v8::internal::Runtime_DeserializeLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/sshpk/lib/algs.js:1:11
      1  100.0%        LazyCompile: ~Module._compile internal/modules/cjs/loader.js:639:37
      1  100.0%          LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:687:37
      1  100.0%            LazyCompile: ~Module.load internal/modules/cjs/loader.js:580:33

      9    1.2%  T node::contextify::ContextifyScript::RunInThisContext(v8::FunctionCallbackInfo<v8::Value> const&)
      9  100.0%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
      4   44.4%      LazyCompile: *runInThisContext vm.js:86:19
      4  100.0%        LazyCompile: ~runInThisContext vm.js:294:26
      4  100.0%          LazyCompile: ~Module._compile internal/modules/cjs/loader.js:639:37
      4  100.0%            LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:687:37
      3   33.3%      LazyCompile: ~runInThisContext vm.js:86:19
      3  100.0%        LazyCompile: ~runInThisContext vm.js:294:26
      3  100.0%          LazyCompile: ~Module._compile internal/modules/cjs/loader.js:639:37
      3  100.0%            LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:687:37
      2   22.2%      LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:196:44
      2  100.0%        LazyCompile: ~NativeModule.require internal/bootstrap/loaders.js:111:34
      1   50.0%          Script: ~<anonymous> timers.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:196:44
      1   50.0%          Script: ~<anonymous> crypto.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:196:44

      9    1.2%  LazyCompile: *normalizeString path.js:57:25
      3   33.3%    LazyCompile: *Module._resolveLookupPaths internal/modules/cjs/loader.js:378:38
      3  100.0%      LazyCompile: ~Module._resolveFilename internal/modules/cjs/loader.js:537:35
      3  100.0%        LazyCompile: ~Module._load internal/modules/cjs/loader.js:480:24
      3  100.0%          LazyCompile: ~Module.require internal/modules/cjs/loader.js:618:36
      3  100.0%            LazyCompile: ~require internal/modules/cjs/helpers.js:17:19
      2   22.2%    LazyCompile: ~resolve path.js:1075:28
      2  100.0%      LazyCompile: ~Module._resolveLookupPaths internal/modules/cjs/loader.js:378:38
      2  100.0%        LazyCompile: ~Module._resolveFilename internal/modules/cjs/loader.js:537:35
      2  100.0%          LazyCompile: ~Module._load internal/modules/cjs/loader.js:480:24
      2  100.0%            LazyCompile: ~Module.require internal/modules/cjs/loader.js:618:36
      2   22.2%    LazyCompile: *realpathSync fs.js:1622:40
      1   50.0%      LazyCompile: ~toRealPath internal/modules/cjs/loader.js:193:20
      1  100.0%        LazyCompile: ~Module._findPath internal/modules/cjs/loader.js:212:28
      1  100.0%          LazyCompile: ~Module._resolveFilename internal/modules/cjs/loader.js:537:35
      1  100.0%            LazyCompile: ~Module._load internal/modules/cjs/loader.js:480:24
      1   50.0%      LazyCompile: *Module._findPath internal/modules/cjs/loader.js:212:28
      1  100.0%        LazyCompile: ~Module._resolveFilename internal/modules/cjs/loader.js:537:35
      1  100.0%          LazyCompile: ~Module._load internal/modules/cjs/loader.js:480:24
      1  100.0%            LazyCompile: ~Module.require internal/modules/cjs/loader.js:618:36
      1   11.1%    LazyCompile: *resolve path.js:1075:28
      1  100.0%      LazyCompile: ~Module._findPath internal/modules/cjs/loader.js:212:28
      1  100.0%        LazyCompile: ~Module._resolveFilename internal/modules/cjs/loader.js:537:35
      1  100.0%          LazyCompile: ~Module._load internal/modules/cjs/loader.js:480:24
      1  100.0%            LazyCompile: ~Module.require internal/modules/cjs/loader.js:618:36
      1   11.1%    LazyCompile: *Module._nodeModulePaths internal/modules/cjs/loader.js:337:37
      1  100.0%      LazyCompile: ~Module.load internal/modules/cjs/loader.js:580:33
      1  100.0%        LazyCompile: ~tryModuleLoad internal/modules/cjs/loader.js:525:23
      1  100.0%          LazyCompile: ~Module._load internal/modules/cjs/loader.js:480:24
      1  100.0%            LazyCompile: ~Module.require internal/modules/cjs/loader.js:618:36

      8    1.0%  Stub: CallApiCallbackStub
      7   87.5%    LazyCompile: *runCycles /Users/colch/Downloads/temp/compare.js:32:20
      7  100.0%      LazyCompile: ~module.exports /Users/colch/Downloads/temp/compare.js:58:18
      7  100.0%        Script: ~<anonymous> evalmachine.<anonymous>:1:1
      7  100.0%          T node::contextify::ContextifyScript::RunInContext(v8::FunctionCallbackInfo<v8::Value> const&)
      7  100.0%            LazyCompile: ~runInContext vm.js:95:15
      1   12.5%    LazyCompile: ~module.exports /Users/colch/Downloads/temp/compare.js:58:18
      1  100.0%      Script: ~<anonymous> evalmachine.<anonymous>:1:1
      1  100.0%        T node::contextify::ContextifyScript::RunInContext(v8::FunctionCallbackInfo<v8::Value> const&)
      1  100.0%          LazyCompile: ~runInContext vm.js:95:15
      1  100.0%            LazyCompile: ~runVMScript /Users/colch/Downloads/temp/node_modules/jsdom/lib/api.js:98:14

